t,x,y,rhf
4.458593750000003353e-02,3.049999999999999760e-03,2.374999999999999724e-04,1.034000000000000030e+00
4.464062500000003098e-02,3.049999999999999760e-03,1.850000000000000516e-04,1.034000000000000030e+00
4.469531250000003536e-02,3.049999999999999760e-03,1.325000000000000223e-04,1.034000000000000030e+00
4.475000000000003281e-02,3.049999999999999760e-03,8.000000000000000654e-05,1.034000000000000030e+00
4.550000000000003347e-02,3.160000000000000048e-03,8.000000000000000654e-05,1.034000000000000030e+00
4.555468750000003092e-02,3.160000000000000048e-03,1.325000000000000223e-04,1.034000000000000030e+00
4.560937500000003531e-02,3.160000000000000048e-03,1.849999999999999973e-04,1.034000000000000030e+00
4.566406250000003275e-02,3.160000000000000048e-03,2.375000000000000266e-04,1.034000000000000030e+00
4.571875000000003020e-02,3.160000000000000048e-03,2.900000000000000017e-04,1.034000000000000030e+00
4.577343750000003458e-02,3.160000000000000048e-03,3.425000000000000310e-04,1.034000000000000030e+00
4.582812500000003203e-02,3.160000000000000048e-03,3.950000000000000061e-04,1.034000000000000030e+00
4.588281250000003642e-02,3.160000000000000048e-03,4.474999999999999811e-04,1.034000000000000030e+00
4.593750000000003386e-02,3.160000000000000048e-03,5.000000000000000104e-04,1.034000000000000030e+00
4.599218750000003131e-02,3.160000000000000048e-03,5.525000000000000397e-04,1.034000000000000030e+00
4.604687500000003569e-02,3.160000000000000048e-03,6.050000000000000690e-04,1.034000000000000030e+00
4.610156250000003314e-02,3.160000000000000048e-03,6.574999999999999898e-04,1.034000000000000030e+00
4.615625000000003059e-02,3.160000000000000048e-03,7.100000000000000191e-04,1.034000000000000030e+00
4.621093750000003497e-02,3.160000000000000048e-03,7.625000000000000484e-04,1.034000000000000030e+00
4.626562500000003242e-02,3.160000000000000048e-03,8.149999999999999693e-04,1.034000000000000030e+00
4.632031250000003680e-02,3.160000000000000048e-03,8.674999999999999985e-04,1.034000000000000030e+00
4.637500000000003425e-02,3.160000000000000048e-03,9.200000000000000278e-04,1.034000000000000030e+00
4.712500000000003492e-02,3.269999999999999903e-03,9.200000000000000278e-04,1.034000000000000030e+00
4.717968750000003236e-02,3.269999999999999903e-03,8.674999999999999985e-04,1.034000000000000030e+00
4.723437500000003675e-02,3.269999999999999903e-03,8.149999999999999693e-04,1.034000000000000030e+00
4.728906250000003419e-02,3.269999999999999903e-03,7.625000000000000484e-04,1.034000000000000030e+00
4.734375000000003164e-02,3.269999999999999903e-03,7.100000000000000191e-04,1.034000000000000030e+00
4.739843750000003603e-02,3.269999999999999903e-03,6.574999999999999898e-04,1.034000000000000030e+00
4.745312500000003347e-02,3.269999999999999903e-03,6.050000000000000690e-04,1.034000000000000030e+00
4.750781250000003786e-02,3.269999999999999903e-03,5.525000000000000397e-04,1.034000000000000030e+00
4.756250000000003531e-02,3.269999999999999903e-03,5.000000000000000104e-04,1.034000000000000030e+00
4.761718750000003275e-02,3.269999999999999903e-03,4.474999999999999811e-04,1.034000000000000030e+00
4.767187500000003714e-02,3.269999999999999903e-03,3.949999999999999518e-04,1.034000000000000030e+00
4.772656250000003458e-02,3.269999999999999903e-03,3.425000000000000310e-04,1.034000000000000030e+00
4.778125000000003203e-02,3.269999999999999903e-03,2.900000000000000017e-04,1.034000000000000030e+00
4.783593750000003642e-02,3.269999999999999903e-03,2.374999999999999724e-04,1.034000000000000030e+00
4.789062500000003386e-02,3.269999999999999903e-03,1.850000000000000516e-04,1.034000000000000030e+00
4.794531250000003825e-02,3.269999999999999903e-03,1.325000000000000223e-04,1.034000000000000030e+00
4.800000000000003569e-02,3.269999999999999903e-03,8.000000000000000654e-05,1.034000000000000030e+00
4.875000000000003636e-02,3.379999999999999758e-03,8.000000000000000654e-05,1.034000000000000030e+00
4.880468750000003381e-02,3.379999999999999758e-03,1.325000000000000223e-04,1.034000000000000030e+00
4.885937500000003819e-02,3.379999999999999758e-03,1.849999999999999973e-04,1.034000000000000030e+00
4.891406250000003564e-02,3.379999999999999758e-03,2.375000000000000266e-04,1.034000000000000030e+00
4.896875000000003308e-02,3.379999999999999758e-03,2.900000000000000017e-04,1.034000000000000030e+00
4.902343750000003747e-02,3.379999999999999758e-03,3.425000000000000310e-04,1.034000000000000030e+00
4.907812500000003492e-02,3.379999999999999758e-03,3.950000000000000061e-04,1.034000000000000030e+00
4.913281250000003930e-02,3.379999999999999758e-03,4.474999999999999811e-04,1.034000000000000030e+00
4.918750000000003675e-02,3.379999999999999758e-03,5.000000000000000104e-04,1.034000000000000030e+00
4.924218750000003419e-02,3.379999999999999758e-03,5.525000000000000397e-04,1.034000000000000030e+00
4.929687500000003858e-02,3.379999999999999758e-03,6.050000000000000690e-04,1.034000000000000030e+00
4.935156250000003603e-02,3.379999999999999758e-03,6.574999999999999898e-04,1.034000000000000030e+00
